IntervalRelMin,IntervalRelMax,NumberOfSamples,Dense,BatchSize,Epochs,TrainLoss,ValLoss,CustomMetrics_Small_rectangles_finalValue,CustomMetrics_Mid_rectangles_finalValue,CustomMetrics_Huge_rectangles_finalValue
0.05,0.35,2500,"[64, 64, 64, 64, 64]",50,1100,0.00014151817595120514,0.00021121217287145558,0.002522312803193927,0.0028028355445712805,0.00016244186554104092
0.05,0.35,2500,"[64, 64, 64, 64, 64, 64]",50,1400,0.00011912242916878313,0.00022274037473835048,0.001836647861637175,0.001409319113008678,0.0001481969520682469
0.05,0.35,2500,"[64, 64]",50,500,5.8713700127555064e-05,0.00017923115228768438,0.001320934621617198,0.0011001026723533867,0.00010824509809026496
0.05,0.35,2500,"[64, 128, 64]",50,900,0.00016319622227456418,0.00022806707420386366,0.0026414752937853336,0.0018013536464422941,0.00019672096823342144
0.05,0.35,2500,"[256, 512, 1024, 512, 256]",50,1700,0.0001665149029577151,0.00025740821729414165,0.002467260463163257,0.001397775486111641,0.00014658033614978194
0.05,0.35,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.0001833222049754113,0.0002489561738912016,0.00206428486853838,0.0011044817510992286,0.00022768326743971556
0.05,0.2,2500,[32],50,500,0.0004248750919941813,0.00045821955427527433,0.003152056131511927,0.0019039987819269304,0.0008282505441457032
0.05,0.2,2500,[64],50,500,0.00041398522444069386,0.0003742576809599996,0.0023771142587065697,0.00149707798846066,0.000852383382152766
0.05,0.2,2500,[128],50,500,0.0013959134230390187,0.0013665278675034642,0.00550661189481616,0.0033831819891929626,0.0014040840324014425
0.05,0.2,2500,"[64, 64, 64]",50,800,0.00016029165999498218,0.00017987893079407513,0.001375586842186749,0.000587035552598536,0.00041468211566098034
0.05,0.2,2500,"[64, 64, 64, 64]",50,800,0.00018528310465626416,0.0002554132661316544,0.0018831511260941625,0.0008935827063396572,0.0009195865131914617
0.05,0.2,2500,"[64, 64, 64, 64, 64]",50,1100,0.00023730508110020307,0.0003096457803621888,0.002459550742059946,0.001276919385418296,0.0008213369292207062
0.05,0.2,2500,"[64, 64, 64, 64, 64, 64]",50,1400,0.00019240649999119341,0.00015877175610512495,0.0016934542218223214,0.0006778586539439857,0.0003101371694356203
0.05,0.2,2500,"[64, 64]",50,500,0.00042139526340179145,0.00034412590321153397,0.0042727026157081145,0.001775770098902285,0.0010010577971115706
0.05,0.2,2500,"[64, 128, 64]",50,900,0.00014059127715881914,0.00023342401254922157,0.0006916399579495193,0.00043842094601131976,0.0002781999355647713
0.05,0.2,2500,"[256, 512, 1024, 512, 256]",50,1700,0.0002644949418026954,0.0004228657344356178,0.0015281348023563626,0.0009987863013520837,0.0006351056508719921
0.05,0.2,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.0002790163562167436,0.00035409213160164654,0.0019476045854389668,0.0014733666321262715,0.0009008371271193027
0.3,0.9,10000,[32],50,500,3.55821248376742e-05,2.105585917888675e-05,0.010556268505752087,0.010197664611041546,0.0009960951283574104
0.3,0.9,10000,[64],50,500,2.4184548237826675e-05,5.95258316025138e-05,0.009582498110830784,0.009700759314000608,0.0009006707696244121
0.3,0.9,10000,[128],50,500,2.543899427109864e-05,2.8138556444901038e-05,0.010335094295442104,0.01039677020162344,0.0007811451214365661
0.3,0.9,10000,"[64, 64, 64]",50,800,1.861448799900245e-05,1.8117776562576186e-05,0.009256243705749512,0.008331790566444397,0.0012035745894536376
0.3,0.9,10000,"[64, 64, 64, 64]",50,800,2.287642382725608e-05,1.7849995856522582e-05,0.008809654973447323,0.007929904386401176,0.000922048871871084
0.3,0.9,10000,"[64, 64, 64, 64, 64]",50,1100,1.4482162441709079e-05,1.873620021797251e-05,0.010324000380933285,0.008385558612644672,0.0010858570458367467
0.3,0.9,10000,"[64, 64, 64, 64, 64, 64]",50,1400,1.2886412150692195e-05,1.6013522326829847e-05,0.009025931358337402,0.008516615256667137,0.0006600846536457539
0.3,0.9,10000,"[64, 64]",50,500,2.6885403713095002e-05,4.165628342889249e-05,0.011587057262659071,0.00980024877935648,0.0019156677881255746
0.3,0.9,10000,"[64, 128, 64]",50,900,9.91671004157979e-06,8.131638423947153e-06,0.009566400200128557,0.009292840026319029,0.0005348908598534763
0.3,0.9,10000,"[256, 512, 1024, 512, 256]",50,1700,0.00011250888201175259,6.794252840336412e-05,0.010914326645433904,0.010747930034995079,0.0015290392329916358
0.3,0.9,10000,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00017721987387631088,0.00017988683248404408,0.013613397255539894,0.013685055077075958,0.002952362410724163
0.05,0.3,2500,[32],50,500,0.0011735559673979874,0.001428274787031114,0.00520394928753376,0.004620200488716364,0.0007495347526855768
0.05,0.3,2500,[64],50,500,0.0010533923050388694,0.001330863102339208,0.007451594807207584,0.004385338630527258,0.0011732158018276095
0.05,0.3,2500,[128],50,500,0.00040424958569929015,0.00032215498504228885,0.0028859633021056648,0.001598432776518166,0.000251869874773547
0.05,0.3,2500,"[64, 64, 64]",50,800,0.0001325588527834043,0.00016449106624349952,0.0029087064322084197,0.0015311536844819784,0.00011447582073742524
0.05,0.3,2500,"[64, 64, 64, 64]",50,800,0.000247453834163025,0.0002296551683684811,0.0017637996934354305,0.001335101085714996,0.0001526396517874673
0.05,0.3,2500,"[64, 64, 64, 64, 64]",50,1100,0.00015457204426638782,0.00023984446306712925,0.0028176307678222656,0.001732681761495769,0.00015918434655759484
0.05,0.3,2500,"[64, 64, 64, 64, 64, 64]",50,1400,8.147944026859477e-05,0.00012174734729342163,0.0008365719695575535,0.0006644515669904647,7.655828812858091e-05
0.05,0.3,2500,"[64, 64]",50,500,8.963979053078219e-05,0.00014207305503077805,0.002851224271580577,0.001203529187478125,0.00013497419422492382
0.05,0.3,2500,"[64, 128, 64]",50,900,0.00011333708243910225,0.00018915015971288082,0.002499378053471446,0.0009968276135623457,0.00022848465596325698
0.05,0.3,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00020627107005566359,0.00017503180424682796,0.001729227718897164,0.0011866650311276314,0.00017147231847047806
0.05,0.3,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00034470579703338444,0.00041510994196869433,0.002738009672611952,0.0019462298369035125,0.00035434809979051335
0.05,0.15,2500,[32],50,500,0.0004820105095859617,0.00047525286208838224,0.002243794733658433,0.0014009072910994293,0.0012732251780107615
0.05,0.15,2500,[64],50,500,0.0002960051351692528,0.00026801848434843123,0.0013564409455284474,0.0007779052248224616,0.0005813015159219503
0.05,0.15,2500,[128],50,500,0.0005759178311564027,0.0005069341859780252,0.0035206675529479976,0.0014307836536318064,0.0014295324217528105
0.05,0.15,2500,"[64, 64, 64]",50,800,0.00015245734539348632,0.0001746809430187568,0.0006475611007772387,0.0003434754617046565,0.0003414943930692972
0.05,0.15,2500,"[64, 64, 64, 64]",50,800,0.00010736826516222209,0.00015858742699492725,0.0010563175892457368,0.0003792006173171103,0.0003942569310311228
0.05,0.15,2500,"[64, 64, 64, 64, 64]",50,1100,0.0003938282316084951,0.0002918434620369227,0.0015572879929095509,0.0005992494989186525,0.00042301701614633197
0.05,0.15,2500,"[64, 64, 64, 64, 64, 64]",50,1400,9.676709305495025e-05,0.0001175289071397856,0.00044332185643725097,0.00030069012427702546,0.000849659088999033
0.05,0.15,2500,"[64, 64]",50,500,0.00014692834520246834,0.000233933562412858,0.0013272922951728106,0.0004279966524336487,0.0025840667076408863
0.05,0.15,2500,"[64, 128, 64]",50,900,0.00029202012228779495,0.00027808823506347835,0.001608682912774384,0.0007602975820191205,0.0008216457208618523
0.05,0.15,2500,"[256, 512, 1024, 512, 256]",50,1700,0.0006700993981212378,0.000613441807217896,0.001947851269505918,0.0013611613539978866,0.0005740491906180978
0.05,0.15,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.0033748724963516,0.0032939980737864967,0.009725664742290974,0.0097174858674407,0.0014645718038082125
0.05,0.8,2500,[32],50,500,0.00044965729466639465,0.00048785697435960174,0.0072751883417367935,0.007391256745904684,0.000951255322434008
0.05,0.8,2500,[64],50,500,0.000654636591207236,0.0005373012390919031,0.0076959608122706405,0.00704003544524312,0.0010378486476838589
0.05,0.8,2500,[128],50,500,0.0012150441762059927,0.0018116782885044813,0.012871244922280313,0.010448976419866085,0.002519988222047686
0.05,0.8,2500,"[64, 64, 64]",50,800,0.000144246470881626,0.00022669983445666733,0.004136661998927593,0.0037627134006470437,0.00047980336239561433
0.05,0.8,2500,"[64, 64, 64, 64]",50,800,6.470973312389107e-05,9.602172940503806e-05,0.004105064552277328,0.0030671260319650173,0.0001849168329499662
0.05,0.8,2500,"[64, 64, 64, 64, 64]",50,1100,7.031650602584705e-05,0.000180053073563613,0.004273166414350271,0.003534814575687051,0.0003897487185895444
0.05,0.8,2500,"[64, 64, 64, 64, 64, 64]",50,1400,8.5036939708516e-05,0.00011813816672656685,0.003585993079468608,0.00303282355889678,0.00016995663463603702
0.05,0.8,2500,"[64, 64]",50,500,8.28399060992524e-05,0.00013170357851777226,0.0036681608762592077,0.003365290351212025,0.0002075141528621316
0.05,0.8,2500,"[64, 128, 64]",50,900,0.0001235610543517396,0.00016429625975433732,0.00419776514172554,0.003720654873177409,0.00039179797749966383
0.05,0.8,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00013160555681679398,0.00014807652041781694,0.004162420518696308,0.003623292548581958,0.00033984711626544595
0.05,0.8,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00015162708587013182,0.00018917904526460919,0.005322567652910948,0.004802086856216192,0.0003357021196279675
0.05,0.25,2500,[32],50,500,0.0004179491952527313,0.00046330830082297325,0.0035188293550163507,0.002450087806209922,0.0002904907159972936
0.05,0.25,2500,[64],50,500,0.0004310179501771927,0.0006908891955390573,0.00438433513045311,0.0022746508475393053,0.0006788995233364402
0.05,0.25,2500,[128],50,500,0.0033196141012012963,0.002123309066519141,0.008319900371134281,0.00605897419154644,0.0022624982520937924
0.05,0.25,2500,"[64, 64, 64]",50,800,0.00010827545338543132,0.00020339975890237838,0.0018318298971280453,0.0005933834472671151,0.00023129182227421552
0.05,0.25,2500,"[64, 64, 64, 64]",50,800,0.00012140369653934612,0.00016073655569925904,0.0011129840277135372,0.0004660100094042719,0.0001313547109020874
0.05,0.25,2500,"[64, 64, 64, 64, 64]",50,1100,9.211146971210836e-05,0.00016330060316249728,0.0016327040502801538,0.0005492359632626176,0.00017795682651922107
0.05,0.25,2500,"[64, 64, 64, 64, 64, 64]",50,1400,0.00033384401467628777,0.0003401215362828225,0.00184916949365288,0.000977985211648047,0.000657514960039407
0.05,0.25,2500,"[64, 64]",50,500,0.00011388573329895735,0.00024538717116229236,0.0033630006946623325,0.0009885821491479874,0.0001733287499519065
0.05,0.25,2500,"[64, 128, 64]",50,900,0.00010373428085586056,0.00012808026804123074,0.0017897700890898702,0.00047014630399644375,9.411112841917202e-05
0.05,0.25,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00013449284597299993,0.00017694545385893434,0.0012522687902674081,0.0006023712339811027,0.00013373464753385633
0.05,0.25,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.0001591546752024442,0.0001819061581045389,0.0010694465599954126,0.0006377832032740116,0.00019427570805419242
0.05,0.1,2500,[32],50,500,0.0004170922620687634,0.0003950599057134242,0.003877782030031085,0.0023950263857841487,0.02481917664408684
0.05,0.1,2500,[64],50,500,0.0007008089451119304,0.0004866083327215165,0.005311915650963782,0.0025447506923228502,0.03894851356744766
0.05,0.1,2500,[128],50,500,0.0007310008513741195,0.0007337734568864107,0.003165396163240075,0.0018271959852427246,0.019186651334166527
0.05,0.1,2500,"[64, 64, 64]",50,800,0.00013020739424973726,0.00017443436081521208,0.002123114652931689,0.000956026546191424,0.004218759946525097
0.05,0.1,2500,"[64, 64, 64, 64]",50,800,0.00013664050493389368,0.00028818289865739644,0.0018392683705315,0.0010084344539791346,0.0008356890757568183
0.05,0.1,2500,"[64, 64, 64, 64, 64]",50,1100,9.313321788795292e-05,0.00010767587082227692,0.0018203813815489407,0.0011293955612927675,0.0020825003739446397
0.05,0.1,2500,"[64, 64, 64, 64, 64, 64]",50,1400,8.521868585376069e-05,0.00013101502554491162,0.0021976775024086237,0.0010735007235780358,0.0012124734930694105
0.05,0.1,2500,"[64, 64]",50,500,0.00021557506988756359,0.00019963629893027251,0.0023918685037642717,0.0011296370066702366,0.004047695081681013
0.05,0.1,2500,"[64, 128, 64]",50,900,0.0001147438379121013,0.00011493559577502308,0.001736892620101571,0.0006960243335925043,0.0017230992671102285
0.05,0.1,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00023203964519780126,0.00030920107383280987,0.002657926874235273,0.001722861430607736,0.001802148995921016
0.05,0.1,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00031588523415848613,0.00020699415472336122,0.0014860761584714055,0.0008294348372146487,0.002260871231555939
0.05,0.7,2500,[32],50,500,0.0007864705985412003,0.0005430167657323182,0.00930922105908394,0.008300131186842918,0.0010550793958827847
0.05,0.7,2500,[64],50,500,0.0006744115962646903,0.00093436409952119,0.006855796091258526,0.0060901143588125714,0.000844176160171628
0.05,0.7,2500,[128],50,500,0.0005172679666429758,0.0010893698781728745,0.009273899719119072,0.008090431801974773,0.0019333789823576808
0.05,0.7,2500,"[64, 64, 64]",50,800,8.763097139308229e-05,0.00016543088713660836,0.003273550188168884,0.0024577956646680828,0.0003255539631936698
0.05,0.7,2500,"[64, 64, 64, 64]",50,800,0.00011939104297198357,0.00020972182392142718,0.004556356929242611,0.004091378767043352,0.0004638185491785407
0.05,0.7,2500,"[64, 64, 64, 64, 64]",50,1100,0.00011467639706097545,0.0001808608212741092,0.005155730992555618,0.003637667279690504,0.00041113939369097347
0.05,0.7,2500,"[64, 64, 64, 64, 64, 64]",50,1400,0.00015417239046655595,0.00017656931595411152,0.005154398735612631,0.003793081501498817,0.0002427488652756437
0.05,0.7,2500,"[64, 64]",50,500,0.00014076175284571946,0.00024791271425783645,0.004726239945739508,0.004018529783934355,0.0004754540568683296
0.05,0.7,2500,"[64, 128, 64]",50,900,0.00012434189557097852,0.00022278918186202643,0.004657144192606211,0.0043558175675570965,0.0004049937706440687
0.05,0.7,2500,"[256, 512, 1024, 512, 256]",50,1700,0.0002507781609892845,0.00039656786248087883,0.007104499731212854,0.006491240579634905,0.0007870407425798478
0.05,0.7,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.0002941398706752807,0.00036605625064112246,0.006246257107704878,0.00558027857914567,0.0006932577816769483
0.05,0.6,2500,[32],50,500,0.0006459332653321326,0.0006653782329522072,0.007952840067446232,0.006673184689134359,0.0010152795584872363
0.05,0.6,2500,[64],50,500,0.0018536273855715988,0.0011702693300321698,0.004217592068016529,0.004025931004434824,0.0008956724195741117
0.05,0.6,2500,[128],50,500,0.0009074448025785387,0.0011142970761284232,0.006399585399776697,0.00559210404753685,0.0014560343697667124
0.05,0.6,2500,"[64, 64, 64]",50,800,9.787207090994345e-05,0.00011084369180025533,0.002563053974881768,0.001749361283145845,0.00019693373178597545
0.05,0.6,2500,"[64, 64, 64, 64]",50,800,7.235544035211205e-05,0.0001170210016425699,0.0013974744360893965,0.0009457444539293648,0.00015223791706375778
0.05,0.6,2500,"[64, 64, 64, 64, 64]",50,1100,9.917119314195588e-05,0.00016687286552041766,0.003556965384632349,0.003011006396263838,0.00019961917132604867
0.05,0.6,2500,"[64, 64, 64, 64, 64, 64]",50,1400,8.792180597083643e-05,0.00019528511620592329,0.003999041859060526,0.00243181805126369,0.00029898146749474114
0.05,0.6,2500,"[64, 64]",50,500,2.7997468350804414e-05,8.339998021256179e-05,0.002283793408423662,0.0013936141040176153,0.00013523420784622428
0.05,0.6,2500,"[64, 128, 64]",50,900,0.00010702573490561916,0.00014786671090405434,0.002532124985009432,0.0016505386447533965,0.000203933464945294
0.05,0.6,2500,"[256, 512, 1024, 512, 256]",50,1700,0.0009193898877128961,0.0008916450897231697,0.011184480972588062,0.01090777013450861,0.0017130698543041945
0.05,0.6,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00018117179570253936,0.00041521037928760046,0.005850556772202253,0.0047280341386795035,0.0010386309586465359
0.05,0.5,2500,[32],50,500,0.0007402969058603048,0.0011797979241237044,0.006522334646433592,0.006135840900242329,0.0011743232607841492
0.05,0.5,2500,[64],50,500,0.0003319263050798327,0.0004745727346744388,0.004868382588028908,0.00362924044020474,0.00042725782259367406
0.05,0.5,2500,[128],50,500,0.0011497606756165626,0.002367959124967456,0.006769828964024782,0.005793405696749686,0.002308652503415942
0.05,0.5,2500,"[64, 64, 64]",50,800,0.00010684467997634783,0.00019915189477615056,0.003051042091101408,0.0021142249461263423,0.00022039045870769772
0.05,0.5,2500,"[64, 64, 64, 64]",50,800,0.00017629713693168014,0.0002955281233880669,0.002198417205363512,0.0021254164166748524,0.000472793122753501
0.05,0.5,2500,"[64, 64, 64, 64, 64]",50,1100,0.0001621398696443066,0.0002719686599448323,0.002139529911801219,0.0014638222055509686,0.00033006953890435403
0.05,0.5,2500,"[64, 64, 64, 64, 64, 64]",50,1400,9.268515714211391e-05,0.00017024065891746434,0.002411213237792253,0.0016754859825596213,0.00014395178004633635
0.05,0.5,2500,"[64, 64]",50,500,0.00022127947886474433,0.00028565066168084735,0.0033819545060396194,0.002650355221703649,0.00035880014183931047
0.05,0.5,2500,"[64, 128, 64]",50,900,0.00022742689179722217,0.0003023665049113333,0.003490326926112175,0.0029628891497850422,0.0003351185005158186
0.05,0.5,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00022397085558623075,0.00029309949604794383,0.003789966460317373,0.002659748075529933,0.0003719575179275125
0.05,0.5,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.00012973442790098488,0.00017494380881544205,0.002226074226200581,0.0014562231954187155,0.00014905710122548044
0.05,0.4,2500,[32],50,500,0.0005639782175421715,0.0008075363584794104,0.005254216492176056,0.0046784705482423306,0.0008925254223868251
0.05,0.4,2500,[64],50,500,0.0007036515744403005,0.0011162611190229654,0.011008705012500286,0.007862946018576622,0.0012220008065924048
0.05,0.4,2500,[128],50,500,0.0013842717744410038,0.0011029192246496677,0.005545391235500574,0.003975939005613327,0.0008139769779518247
0.05,0.4,2500,"[64, 64, 64]",50,800,0.00012514309491962194,0.00021369826572481543,0.004493797663599253,0.0025641974061727524,0.00016085963579826057
0.05,0.4,2500,"[64, 64, 64, 64]",50,800,0.00019870574760716408,0.00028341313009150326,0.003602381329983473,0.0021051140502095222,0.00027988647343590856
0.05,0.4,2500,"[64, 64, 64, 64, 64]",50,1100,0.000139905241667293,0.00021636197925545275,0.0034372464288026094,0.002371140057221055,0.00016231354675255716
0.05,0.4,2500,"[64, 64, 64, 64, 64, 64]",50,1400,0.0001459512859582901,0.00020782613137271255,0.0019014093559235334,0.0014941804111003876,0.0001935735926963389
0.05,0.4,2500,"[64, 64]",50,500,0.0005425191484391689,0.0004960542428307235,0.00528054079040885,0.003433932550251484,0.0005579530261456966
0.05,0.4,2500,"[64, 128, 64]",50,900,8.898452506400645e-05,0.0001852535642683506,0.004527869634330273,0.0027744846884161234,0.00013957633927930146
0.05,0.4,2500,"[256, 512, 1024, 512, 256]",50,1700,0.00012954445264767855,0.0002299487532582134,0.0017858678475022316,0.001383413327857852,0.0002546659379731864
0.05,0.4,2500,"[256, 512, 1024, 512, 512, 256]",50,2100,0.000141279335366562,0.00021155794092919677,0.0022339634597301483,0.001549918670207262,0.00023312638222705573
